occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
489802,18625.0,n. gen. Alectrosaurus n. sp. olseni,species,Alectrosaurus olseni,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Troodontidae,Alectrosaurus,112.01667,43.733334,CN,Nei Mongol,,mid,106.4,40.35,101.38,41.88,112.56,47.94,Iren Dabasu,bed,not reported,not reported,fluvial-lacustrine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 6554,,femur,1.0,Alectrosaurus olseni,circumference,215.0
489802,18626.0,n. gen. Alectrosaurus n. sp. olseni,species,Alectrosaurus olseni,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Troodontidae,Alectrosaurus,112.01667,43.733334,CN,Nei Mongol,,mid,106.4,40.35,101.38,41.88,112.56,47.94,Iren Dabasu,bed,not reported,not reported,fluvial-lacustrine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 6554,,tibia,1.0,Alectrosaurus olseni,length,748.0
489802,18626.0,n. gen. Alectrosaurus n. sp. olseni,species,Alectrosaurus olseni,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Troodontidae,Alectrosaurus,112.01667,43.733334,CN,Nei Mongol,,mid,106.4,40.35,101.38,41.88,112.56,47.94,Iren Dabasu,bed,not reported,not reported,fluvial-lacustrine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 6554,,tibia,1.0,Alectrosaurus olseni,circumference,201.0
487166,18649.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,femur,1.0,Tyrannosaurus rex,length,1273.0
487166,18649.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,femur,1.0,Tyrannosaurus rex,circumference,540.0
487166,18650.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,tibia,1.0,Tyrannosaurus rex,length,1199.0
487166,18650.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,tibia,1.0,Tyrannosaurus rex,circumference,468.0
487166,18651.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,fibula,1.0,Tyrannosaurus rex,length,1163.0
487166,18651.0,Tyrannosaurus rex,species,Tyrannosaurus rex,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Tyrannosauridae,Tyrannosaurus,-106.455559,47.96389,US,Montana,Garfield,mid,-63.58,58.68,-78.8,54.89,-78.44,53.41,Hell Creek,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CM 9780 (AMNH 5027),,fibula,1.0,Tyrannosaurus rex,circumference,154.0
517548,18652.0,Daspletosaurus torosus,species,Daspletosaurus torosus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Tyrannosauridae,Daspletosaurus,-111.616669,50.688,CA,Alberta,,mid,-65.73,60.66,-75.22,58.58,-79.04,55.59,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 5438,,femur,1.0,Daspletosaurus torosus,length,1006.0
517548,18652.0,Daspletosaurus torosus,species,Daspletosaurus torosus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Tyrannosauridae,Daspletosaurus,-111.616669,50.688,CA,Alberta,,mid,-65.73,60.66,-75.22,58.58,-79.04,55.59,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 5438,,femur,1.0,Daspletosaurus torosus,circumference,389.0
517548,18653.0,Daspletosaurus torosus,species,Daspletosaurus torosus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Tyrannosauridae,Daspletosaurus,-111.616669,50.688,CA,Alberta,,mid,-65.73,60.66,-75.22,58.58,-79.04,55.59,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 5438,,tibia,1.0,Daspletosaurus torosus,length,1022.0
517548,18653.0,Daspletosaurus torosus,species,Daspletosaurus torosus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Tyrannosauridae,Daspletosaurus,-111.616669,50.688,CA,Alberta,,mid,-65.73,60.66,-75.22,58.58,-79.04,55.59,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 5438,,tibia,1.0,Daspletosaurus torosus,circumference,347.0
498881,18654.0,n. gen. Microvenator n. sp. celer,species,Microvenator celer,species,Middle Albian,Early Cenomanian,109.9,93.9,Chordata,Reptilia,Theropoda,Caenagnathidae,Microvenator,-109.685501,46.337502,US,Montana,Wheatland,mid,-64.91,52.93,-66.98,45.94,-66.11,46.65,Cloverly,bed,claystone,claystone,terrestrial indet.,"macrofossils,mesofossils",body,good,,terrestrial,actively mobile,"ground dwelling, depth=surface",,omnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 3041,holotype,femur,1.0,Microvenator celer,length,123.0
498881,18654.0,n. gen. Microvenator n. sp. celer,species,Microvenator celer,species,Middle Albian,Early Cenomanian,109.9,93.9,Chordata,Reptilia,Theropoda,Caenagnathidae,Microvenator,-109.685501,46.337502,US,Montana,Wheatland,mid,-64.91,52.93,-66.98,45.94,-66.11,46.65,Cloverly,bed,claystone,claystone,terrestrial indet.,"macrofossils,mesofossils",body,good,,terrestrial,actively mobile,"ground dwelling, depth=surface",,omnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 3041,holotype,femur,1.0,Microvenator celer,circumference,35.0
498881,18655.0,n. gen. Microvenator n. sp. celer,species,Microvenator celer,species,Middle Albian,Early Cenomanian,109.9,93.9,Chordata,Reptilia,Theropoda,Caenagnathidae,Microvenator,-109.685501,46.337502,US,Montana,Wheatland,mid,-64.91,52.93,-66.98,45.94,-66.11,46.65,Cloverly,bed,claystone,claystone,terrestrial indet.,"macrofossils,mesofossils",body,good,,terrestrial,actively mobile,"ground dwelling, depth=surface",,omnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 3041,holotype,tibia,1.0,Microvenator celer,length,155.0
498881,18655.0,n. gen. Microvenator n. sp. celer,species,Microvenator celer,species,Middle Albian,Early Cenomanian,109.9,93.9,Chordata,Reptilia,Theropoda,Caenagnathidae,Microvenator,-109.685501,46.337502,US,Montana,Wheatland,mid,-64.91,52.93,-66.98,45.94,-66.11,46.65,Cloverly,bed,claystone,claystone,terrestrial indet.,"macrofossils,mesofossils",body,good,,terrestrial,actively mobile,"ground dwelling, depth=surface",,omnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 3041,holotype,tibia,1.0,Microvenator celer,circumference,33.0
520508,18665.0,Hadrosauridae indet.,family,Hadrosauridae,family,Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,,-75.144341,39.766502,US,New Jersey,Gloucester,mid,-37.83,41.17,-50.39,40.28,-49.47,39.84,Navesink,bed,sandstone,sandstone,coastal indet.,"macrofossils,mesofossils",body,,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.N.S.P. 15202,,femur,1.0,Hadrosauridae,width,99.0
520508,18665.0,Hadrosauridae indet.,family,Hadrosauridae,family,Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,,-75.144341,39.766502,US,New Jersey,Gloucester,mid,-37.83,41.17,-50.39,40.28,-49.47,39.84,Navesink,bed,sandstone,sandstone,coastal indet.,"macrofossils,mesofossils",body,,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.N.S.P. 15202,,femur,1.0,Hadrosauridae,length,746.0
486505,18666.0,n. gen. Hadrosaurus n. sp. foulkii,species,Hadrosaurus foulkii,species,Early Campanian,Middle Campanian,83.6,72.1,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,Hadrosaurus,-75.028053,39.909443,US,New Jersey,Camden,mid,-35.68,40.42,-44.02,40.13,-46.17,39.14,Woodbury,group of beds,marl,marl,estuary/bay,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.N.S.P. 10005,holotype,femur,1.0,Hadrosaurus foulkii,width,140.0
486505,18666.0,n. gen. Hadrosaurus n. sp. foulkii,species,Hadrosaurus foulkii,species,Early Campanian,Middle Campanian,83.6,72.1,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,Hadrosaurus,-75.028053,39.909443,US,New Jersey,Camden,mid,-35.68,40.42,-44.02,40.13,-46.17,39.14,Woodbury,group of beds,marl,marl,estuary/bay,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.N.S.P. 10005,holotype,femur,1.0,Hadrosaurus foulkii,length,1055.0
255376,18667.0,Anatosaurus n. sp. copei,species,Edmontosaurus annectens,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,Edmontosaurus,-102.497498,45.135834,US,South Dakota,Perkins,mid,-62.17,54.85,-76.54,51.38,-75.72,50.14,Hell Creek,bed,not reported,not reported,terrestrial indet.,macrofossils,"body,soft parts",good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.M.N.H. 5730,holotype,femur,1.0,Anatosaurus copei,width,180.0
255376,18667.0,Anatosaurus n. sp. copei,species,Edmontosaurus annectens,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Hadrosauridae,Edmontosaurus,-102.497498,45.135834,US,South Dakota,Perkins,mid,-62.17,54.85,-76.54,51.38,-75.72,50.14,Hell Creek,bed,not reported,not reported,terrestrial indet.,macrofossils,"body,soft parts",good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,A.M.N.H. 5730,holotype,femur,1.0,Anatosaurus copei,length,1120.0
486010,18668.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,humerus,1.0,Thescelosaurus edmontonensis,width,22.0
486010,18668.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,humerus,1.0,Thescelosaurus edmontonensis,length,215.0
486010,18669.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,femur,1.0,Thescelosaurus edmontonensis,width,47.0
486010,18669.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,femur,1.0,Thescelosaurus edmontonensis,length,320.0
486010,18670.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,tibia,1.0,Thescelosaurus edmontonensis,width,30.0
486010,18670.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,tibia,1.0,Thescelosaurus edmontonensis,length,290.0
486010,18671.0,Thescelosaurus n. sp. edmontonensis,species,Thescelosaurus edmontonensis,species,Late Maastrichtian,,72.1,66.0,Chordata,Ornithischia,Ornithopoda,Thescelosauridae,Thescelosaurus,-112.993599,50.870098,CA,Alberta,,mid,-69.28,63.14,-85.31,58.94,-84.83,57.44,Scollard,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Geol. Survey Canada no. 8537,holotype,fibula,1.0,Thescelosaurus edmontonensis,length,270.0
260042,18672.0,n. gen. Acrocanthosaurus n. sp. atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.792221,34.18,US,Oklahoma,Atoka,mid,-36.68,36.52,-48.93,31.75,-43.28,28.95,Antlers,bed,"""shale""","""shale""",terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-9-S9,holotype,femur,1.0,Acrocanthosaurus atokensis,length,1153.0
260042,18673.0,n. gen. Acrocanthosaurus n. sp. atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.792221,34.18,US,Oklahoma,Atoka,mid,-36.68,36.52,-48.93,31.75,-43.28,28.95,Antlers,bed,"""shale""","""shale""",terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-9-S9,holotype,tibia,1.0,Acrocanthosaurus atokensis,width,73.0
260042,18673.0,n. gen. Acrocanthosaurus n. sp. atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.792221,34.18,US,Oklahoma,Atoka,mid,-36.68,36.52,-48.93,31.75,-43.28,28.95,Antlers,bed,"""shale""","""shale""",terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-9-S9,holotype,tibia,1.0,Acrocanthosaurus atokensis,length,865.0
260042,18674.0,n. gen. Acrocanthosaurus n. sp. atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.792221,34.18,US,Oklahoma,Atoka,mid,-36.68,36.52,-48.93,31.75,-43.28,28.95,Antlers,bed,"""shale""","""shale""",terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-9-S9,holotype,fibula,1.0,Acrocanthosaurus atokensis,width,40.0
260042,18674.0,n. gen. Acrocanthosaurus n. sp. atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.792221,34.18,US,Oklahoma,Atoka,mid,-36.68,36.52,-48.93,31.75,-43.28,28.95,Antlers,bed,"""shale""","""shale""",terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-9-S9,holotype,fibula,1.0,Acrocanthosaurus atokensis,length,801.0
